carat,cut,color,clarity,depth,table,price,x,y,z
0.9,Very Good,F,SI1,59.8,54,4054,6.25,6.32,3.76
0.81,Ideal,E,SI1,60.3,56,3413,6.05,6.13,3.67
1.02,Premium,F,SI2,62,59,4238,6.42,6.33,3.95
0.31,Ideal,G,VVS2,62.2,53,647,4.36,4.39,2.72
0.3,Good,H,VS1,63.4,53,526,4.25,4.3,2.71
0.52,Ideal,F,VS2,61.6,56,1446,5.14,5.18,3.18
0.35,Ideal,E,IF,61.4,56,1254,4.56,4.53,2.79
0.9,Very Good,H,VS2,62.8,58,3878,6.13,6.17,3.86
1.02,Ideal,H,SI2,61.6,55,2856,6.49,6.43,3.98
1.59,Ideal,H,SI1,61.5,57,10832,7.53,7.59,4.65
0.33,Very Good,G,VS2,60.9,56,579,4.46,4.5,2.73
0.7,Fair,G,SI2,69.3,60,1420,5.41,5.35,3.72
0.32,Ideal,G,VS1,62,56,645,4.35,4.39,2.71
2.01,Ideal,I,VS1,62.5,56,17523,8,7.96,4.99
0.72,Ideal,G,SI2,61.7,56,2177,5.76,5.71,3.54
0.81,Very Good,G,SI2,63.2,60,2095,5.82,5.79,3.67
0.71,Ideal,G,SI1,61.6,57,2738,5.72,5.76,3.53
0.31,Ideal,G,VS2,61.7,55,562,4.37,4.39,2.7
0.72,Premium,D,VS1,62.7,56,3601,5.76,5.69,3.59
1.17,Ideal,F,SI1,63,54,5032,6.71,6.66,4.21
0.32,Ideal,G,VS2,62,57,561,4.37,4.4,2.72
1.17,Premium,G,VS1,60.6,60,7666,6.81,6.79,4.12
1.4,Premium,F,VS2,61.5,60,10625,7.25,7.18,4.44
1.5,Very Good,H,VVS1,60.9,61,11688,7.36,7.39,4.49
1.01,Ideal,F,VS2,61.7,55,7347,6.42,6.46,3.98
0.31,Ideal,D,SI1,61,57,732,4.41,4.38,2.68
0.31,Ideal,D,SI1,62.6,57,732,4.33,4.3,2.7
1.5,Premium,F,VS2,61.5,58,14199,7.36,7.34,4.52
0.72,Premium,F,SI1,62.6,59,2318,5.74,5.69,3.58
0.59,Ideal,F,VVS2,62.1,57,2551,5.37,5.38,3.34
0.78,Ideal,E,VS2,61.7,55,3601,5.92,6,3.68
0.91,Very Good,F,SI1,63.3,60,3195,6.1,6.06,3.85
0.53,Ideal,D,SI2,61.4,56,1314,5.22,5.24,3.21
0.38,Very Good,H,VVS1,59.1,58,967,4.71,4.76,2.8
0.52,Ideal,E,VS2,61.2,56,1689,5.16,5.23,3.18
0.34,Ideal,H,VS2,61.5,54,689,4.54,4.5,2.78
0.34,Very Good,E,SI1,63,55,596,4.42,4.47,2.8
0.54,Good,D,SI1,63.7,57,1310,5.22,5.14,3.3
0.35,Premium,H,VS1,61.7,59,788,4.53,4.51,2.79
0.7,Ideal,F,SI1,61.8,56,2528,5.68,5.75,3.53
0.42,Premium,E,SI1,62.5,55,992,4.83,4.8,3.01
0.72,Premium,J,I1,62.9,59,945,5.8,5.63,3.58
0.31,Premium,I,SI1,62.8,60,537,4.31,4.29,2.7
0.43,Ideal,F,SI1,61.4,55,745,4.88,4.92,3.01
1.03,Ideal,F,SI2,62.6,57,3461,6.44,6.4,4.02
0.41,Ideal,G,VS1,60.8,57,899,4.8,4.84,2.93
0.31,Very Good,H,VVS2,63.4,56,802,4.32,4.29,2.73
1.31,Very Good,I,SI2,63.5,55,5612,6.97,6.89,4.4
0.91,Good,D,SI2,63.8,58,3848,6.04,6.09,3.87
2.17,Premium,F,I1,60.7,59,9078,8.43,8.35,5.09
1.16,Ideal,G,VS2,62.3,57,7203,6.72,6.66,4.17
0.31,Premium,D,SI1,61.2,60,571,4.35,4.41,2.68
1.53,Very Good,H,VS1,59.5,63,10076,7.51,7.44,4.45
0.32,Premium,H,VS1,62.8,58,720,4.37,4.35,2.74
0.5,Good,D,VS2,63.4,56,1635,5.05,5.1,3.22
0.7,Very Good,F,SI1,60.5,56,2155,5.73,5.8,3.49
0.7,Very Good,D,VVS1,61.5,63,3920,5.78,5.64,3.51
0.53,Very Good,F,SI1,61.7,55,1370,5.22,5.24,3.23
1.07,Ideal,G,SI2,62.1,55,4752,6.54,6.61,4.08
1.21,Premium,J,VVS2,60.8,60,5674,6.88,6.86,4.18
0.44,Ideal,G,VVS1,61.6,56,1235,4.88,4.9,3.01
2.01,Very Good,H,SI2,63.4,57,16111,8,7.93,5.05
2.22,Ideal,I,VS2,61.3,56,18363,8.36,8.45,5.15
1.34,Very Good,I,SI1,61.1,59,6763,7.05,7.12,4.33
0.57,Ideal,H,IF,62.2,56,2195,5.3,5.33,3.3
0.32,Ideal,G,VS2,61.5,57,561,4.4,4.41,2.71
0.72,Ideal,J,VS1,62.3,55,1832,5.77,5.69,3.57
0.3,Ideal,G,VVS1,62.1,56,1094,4.35,4.28,2.68
1.53,Very Good,F,VVS2,62.8,59,17057,7.28,7.34,4.59
0.7,Very Good,G,VS1,62.8,58,2613,5.62,5.68,3.55
0.3,Good,F,VVS1,63.7,59,965,4.24,4.17,2.68
0.85,Premium,E,VS2,60.2,60,3803,6.14,6.09,3.68
1.01,Ideal,E,VS2,61.3,57,6968,6.49,6.46,3.97
0.27,Very Good,E,VS1,60.6,59,413,4.19,4.22,2.55
0.7,Premium,G,SI2,61,58,1875,5.75,5.72,3.5
1.34,Ideal,J,SI2,62.5,57,5273,7,7.08,4.4
0.59,Very Good,E,VVS2,59.8,57,2214,5.48,5.53,3.29
2.02,Good,I,VS2,57.9,62,16789,8.25,8.3,4.79
0.33,Premium,G,VVS2,60.6,58,965,4.5,4.47,2.72
0.52,Ideal,E,VS2,61.3,56,1621,5.17,5.21,3.18
0.52,Very Good,G,SI1,60.6,61,1161,5.17,5.19,3.14
1.02,Ideal,I,VS2,62.8,57,3148,6.45,6.39,4.03
0.3,Very Good,E,VVS2,62.9,55,840,4.25,4.27,2.68
1,Very Good,F,VS1,58.4,63,6098,6.58,6.47,3.81
0.71,Ideal,H,SI2,62.7,57,2178,5.66,5.69,3.56
1.01,Very Good,H,SI1,62.3,63,4449,6.3,6.23,3.9
1.62,Ideal,H,SI1,60.9,58,11180,7.53,7.61,4.61
0.64,Ideal,H,VS2,62.3,54,1831,5.52,5.55,3.44
0.79,Very Good,E,SI1,63.2,56,2794,5.91,5.86,3.72
0.5,Ideal,E,VS2,61.4,55,1614,5.13,5.16,3.16
1.26,Very Good,I,VS1,61.8,61,6566,6.9,6.95,4.28
1.21,Premium,H,SI1,62.8,59,5793,6.72,6.68,4.21
0.4,Ideal,I,VS2,62.4,54,667,4.73,4.76,2.96
1.75,Ideal,J,VS2,62.1,56,9890,7.74,7.69,4.79
0.35,Premium,F,VS2,61.8,58,906,4.52,4.48,2.78
1.7,Premium,J,VVS1,62.9,60,11005,7.61,7.56,4.77
0.33,Ideal,G,SI1,61.3,56,492,4.46,4.51,2.75
0.33,Ideal,J,VS1,61.6,54,451,4.5,4.52,2.78
0.54,Premium,E,SI1,59.5,61,1356,5.31,5.28,3.15
1,Fair,E,SI2,63,58,4516,6.35,6.26,3.97
0.5,Very Good,G,VVS1,63.7,58,2180,5.01,5.04,5.06
0.32,Ideal,E,VS2,61.6,56,637,4.4,4.43,2.72
0.39,Ideal,F,VS2,62.3,55,971,4.69,4.71,2.93
2.01,Very Good,G,SI1,59.1,57,18077,8.16,8.23,4.84
0.52,Ideal,G,SI1,61.1,55,1197,5.22,5.26,3.2
2.04,Ideal,H,SI2,61.5,57,16800,8.15,8.18,5.02
1.07,Premium,D,IF,60.9,58,18279,6.67,6.57,4.03
0.91,Ideal,I,VS1,62.4,57,3954,6.17,6.21,3.86
0.7,Ideal,E,SI1,60.6,57,2537,5.71,5.77,3.48
2.01,Premium,F,SI2,62.4,58,14279,8.08,8.05,5.03
1,Premium,F,VS2,62.4,60,6352,6.35,6.38,3.97
0.7,Ideal,F,VS1,62,55,2726,5.71,5.74,3.55
0.7,Premium,E,SI1,61.2,62,2396,6.65,5.73,3.48
0.41,Ideal,I,VVS1,61,56,875,4.79,4.82,2.93
0.36,Very Good,E,VVS2,61.8,58,968,4.55,4.58,2.82
0.96,Ideal,G,SI1,63,53,4301,6.24,6.21,3.92
0.54,Premium,F,SI1,61.8,60,1237,5.2,5.22,3.22
0.32,Good,F,VS2,63.3,57,602,4.34,4.38,2.76
0.36,Good,H,VS2,63.5,54,568,4.55,4.59,2.9
1.01,Very Good,G,VVS1,61.8,59,8373,6.47,6.41,3.98
1.01,Premium,G,VS1,62.7,58,6221,6.31,6.36,3.97
0.71,Ideal,F,SI2,61.2,55,2365,5.77,5.79,3.54
0.3,Premium,E,SI1,59.5,58,526,4.39,4.42,2.62
0.51,Ideal,D,VS2,60.9,56,1882,5.19,5.16,3.15
0.31,Ideal,G,VVS1,62.3,54,789,4.37,4.4,2.73
1.01,Good,G,VS2,60.3,57,5655,6.46,6.51,3.91
1.07,Ideal,G,VVS2,62.8,57,8120,6.56,6.46,4.09
1.54,Premium,J,VVS1,62.4,59,9215,7.36,7.38,4.6
0.31,Ideal,H,IF,62,56,772,4.36,4.39,2.71
0.32,Ideal,H,VVS1,61.9,55,730,4.37,4.38,2.71
1,Very Good,E,VS2,62.1,59,6600,6.34,6.38,3.95
0.32,Premium,E,SI1,61.6,56,720,4.41,4.39,2.71
2.32,Ideal,I,SI2,62,57,17676,8.49,8.45,5.25
1,Good,F,I1,63.9,59,2098,6.27,6.2,3.99
0.41,Ideal,D,VS2,61.7,55,1177,4.8,4.76,2.95
1.25,Ideal,E,IF,61.8,55,16823,6.95,6.9,4.28
0.38,Very Good,F,IF,60.2,58,1284,4.73,4.7,2.84
0.83,Ideal,F,SI2,59.5,57,2386,6.13,6.1,3.64
1.5,Premium,F,VS2,61.1,58,14071,7.33,7.36,4.49
1.51,Ideal,E,VS2,61.7,55,14482,7.37,7.34,4.54
1.01,Premium,I,SI2,60.5,60,4072,6.52,6.5,3.94
0.38,Very Good,H,SI1,63.3,57,812,4.62,4.58,2.91
0.7,Good,F,VS2,62.9,58,2362,5.61,5.65,3.54
0.52,Ideal,F,VS1,62.5,57,1588,5.13,5.17,3.22
1.13,Ideal,D,VVS2,61.7,57,12261,6.68,6.65,4.11
1.01,Ideal,G,VVS2,60.9,56,8029,6.51,6.55,3.98
0.41,Premium,E,VS1,60.7,59,964,4.77,4.79,2.9
0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
0.53,Ideal,H,VS2,61.9,55.2,1435,5.21,5.24,3.24
0.32,Premium,I,SI1,61,59,432,4.36,4.39,2.67
2.05,Premium,I,VS1,60.6,60,17640,8.21,8.18,4.97
1.51,Ideal,J,VS1,61.3,61,8298,7.34,7.4,4.52
0.34,Ideal,G,VS2,62,54,596,4.47,4.5,2.78
0.34,Very Good,E,VS2,62.6,58,745,4.43,4.45,2.78
0.3,Ideal,F,SI1,62.3,53.9,499,4.28,4.31,2.68
0.41,Premium,H,VS1,58.2,59,990,4.92,4.88,2.85
1.23,Ideal,H,VS2,62.8,56,7900,6.76,6.84,4.27
0.9,Very Good,E,VS2,61.1,63,4062,6.2,6.17,3.78
1.01,Good,F,SI2,63.9,54,4416,6.33,6.44,4.08
0.72,Premium,F,SI2,59.3,57,2364,5.89,5.85,3.48
1.28,Very Good,H,VS1,61.2,55,8645,6.98,7.04,4.29
0.9,Very Good,I,VS2,59.3,59,3992,6.27,6.3,3.73
1.2,Premium,G,VS1,62.4,59,8056,6.73,6.69,4.19
0.59,Very Good,E,SI1,62.9,58,1652,5.31,5.34,3.35
1.11,Very Good,I,SI1,61.9,59,4273,6.58,6.64,4.09
0.59,Premium,I,IF,61.2,58,1965,5.41,5.38,3.3
0.7,Good,I,VS2,63.6,58,2117,5.59,5.57,3.55
0.32,Good,E,SI1,63.1,56,524,4.34,4.37,2.75
0.5,Premium,E,SI1,60.2,58,1415,5.18,5.15,3.11
0.38,Very Good,F,VS1,59.7,61,988,4.69,4.73,2.81
0.89,Ideal,E,SI2,61.8,56,3872,6.15,6.19,3.81
1.22,Good,J,SI1,63.8,57,4612,6.77,6.72,4.3
1.01,Premium,G,VS2,62.4,58,5999,6.38,6.41,3.99
0.32,Ideal,G,IF,61.2,57,954,4.4,4.43,2.7
1.11,Very Good,H,SI2,63.4,55,4028,6.54,6.51,4.14
0.71,Very Good,E,SI1,62.9,57,2573,5.66,5.7,3.57
0.73,Premium,F,I1,59.3,61,1207,5.88,5.75,3.46
2.23,Premium,J,SI2,61.3,60,13931,8.4,8.35,5.13
0.41,Good,G,VVS1,63.6,56,844,4.72,4.74,3.01
0.33,Ideal,G,VS1,61.1,55,699,4.5,4.52,2.75
1.2,Premium,H,SI2,60.9,60,3830,6.91,6.81,4.18
0.4,Good,E,SI1,63.6,57,882,4.69,4.65,2.97
1.01,Premium,D,SI1,59.2,61,5147,6.4,6.34,3.77
0.36,Very Good,F,SI1,60.3,58,600,4.6,4.65,2.79
0.7,Very Good,J,VVS2,63.2,55,1968,5.63,5.57,3.54
0.3,Very Good,G,VVS1,63.1,58,1013,4.31,4.28,2.71
0.34,Ideal,D,VS2,62,54,805,4.48,4.52,2.79
0.31,Ideal,H,VS1,61.6,56,698,4.36,4.34,2.68
0.59,Ideal,D,VS2,61.4,57,1978,5.39,5.4,3.31
1.77,Very Good,D,SI1,59.2,61,14561,7.86,7.98,4.69
0.71,Good,I,VS1,61.5,64,2327,5.76,5.65,3.51
0.9,Premium,J,SI1,60.9,61,2873,6.26,6.22,3.8
0.72,Very Good,E,SI1,63.3,56,3183,5.67,5.71,3.6
0.56,Very Good,F,VS1,61.2,58,1929,5.32,5.33,3.26
1.31,Ideal,G,VVS2,59.2,59,11459,7.12,7.18,4.23
1.75,Premium,F,SI2,58,59,8820,7.97,7.92,4.61
0.53,Premium,E,SI2,62.2,57,984,5.2,5.16,3.22
0.74,Very Good,G,VVS1,63.2,56,3328,5.74,5.72,3.62
0.73,Ideal,E,SI1,62.2,56,3038,5.76,5.79,3.59
0.58,Premium,G,VS1,61.5,58,1884,5.35,5.41,3.31
0.93,Premium,H,SI1,60.9,61,3437,6.24,6.2,3.79
1.51,Premium,H,VS1,62.4,60,10939,7.34,7.27,4.56
0.55,Premium,E,SI1,61.2,59,1551,5.25,5.28,3.22
0.79,Ideal,D,SI1,61.3,54,3328,5.96,6.01,3.67
0.3,Ideal,H,VVS1,61.9,55,684,4.32,4.34,2.68
0.5,Ideal,G,SI2,60,57,1038,5.17,5.2,3.11
0.41,Very Good,E,VVS1,59.8,62,1057,4.79,4.84,2.88
0.76,Ideal,D,SI2,62.2,57,2682,5.83,5.85,3.63
1.2,Good,F,VS1,64,56,6209,6.63,6.58,4.23
0.33,Ideal,I,VS2,62.4,56,463,4.39,4.43,2.75
0.25,Very Good,E,VVS2,63.2,59,548,3.98,4,2.52
0.28,Very Good,H,VVS1,61.5,58,504,4.17,4.22,2.58
0.3,Premium,E,VVS2,61.5,60,789,4.28,4.31,2.64
1.13,Premium,G,IF,61.2,59,9525,6.71,6.78,4.13
0.33,Premium,I,SI1,60.4,59,434,4.5,4.54,2.73
0.3,Very Good,D,VVS2,63,56,754,4.29,4.31,2.71
2.02,Fair,I,SI2,64.5,60,12592,7.94,7.82,5.08
0.92,Very Good,E,SI2,62.1,58,4011,6.18,6.22,3.85
1.54,Very Good,I,SI2,59.4,61,7589,7.49,7.56,4.47
0.56,Good,D,SI2,63.2,54,1258,5.24,5.26,3.32
0.63,Ideal,F,VVS2,62.3,56,2961,5.48,5.5,3.42
0.53,Ideal,D,VS2,62.2,56,1809,5.17,5.18,3.22
1.11,Ideal,H,SI2,61.3,60,4520,6.68,6.66,4.09
1.12,Ideal,G,VS1,61.5,55,7970,6.67,6.69,4.11
0.51,Ideal,E,VVS2,60.7,58,2545,5.19,5.17,3.14
1.01,Very Good,E,VVS2,63.4,56,9642,6.32,6.37,4.02
1.55,Ideal,D,VS2,62.5,55,17441,7.38,7.43,4.63
0.23,Ideal,E,VS2,62.6,57,423,3.88,3.92,2.44
0.33,Ideal,F,VVS1,61.9,54,880,4.42,4.46,2.75
1.38,Ideal,G,VS1,62.2,54,11527,7.18,7.14,4.45
1.8,Ideal,H,VS1,62.3,56,15105,7.79,7.76,4.84
0.52,Very Good,D,SI1,63.8,56,1452,5.06,5.1,3.24
1.01,Premium,E,SI1,61.6,59,4299,6.44,6.42,3.96
0.31,Premium,G,VS1,61.2,60,802,4.39,4.37,2.68
1.07,Premium,F,VS2,62.4,57,6274,6.55,6.5,4.07
1.6,Premium,G,VVS2,60.6,60,16215,7.57,7.51,4.57
0.65,Ideal,D,VVS2,61.4,60,3228,5.54,5.57,3.41
0.33,Ideal,E,VS2,62.4,55,723,4.4,4.42,2.75
0.5,Good,D,VS1,60.9,62,1657,5.05,5.06,3.08
0.54,Premium,G,SI1,60.3,57,1389,5.4,5.24,3.21
0.3,Ideal,I,VVS1,61.3,57,552,4.31,4.34,2.65
1.16,Good,H,SI1,64,58,5678,6.63,6.56,4.22
0.51,Ideal,F,VS2,60.6,56,1569,5.17,5.19,3.14
1.51,Premium,G,VS1,62.6,60,14507,7.28,7.19,4.53
1.21,Very Good,F,VS2,60.1,58,10283,6.85,6.92,4.14
0.52,Ideal,D,VS2,61.9,55,1802,5.19,5.21,3.22
0.53,Premium,D,VS2,60.4,58,1857,5.23,5.26,3.17
1.05,Ideal,I,SI1,62.6,56,4466,6.45,6.53,4.06
0.93,Ideal,I,SI1,61.9,57,3359,6.23,6.21,3.85
0.3,Premium,D,VS2,60.6,58,911,4.36,4.32,2.63
0.23,Very Good,E,VVS1,61.4,59,530,3.93,3.99,2.43
0.7,Ideal,F,VS2,61,55,3468,5.74,5.79,3.52
0.54,Ideal,H,VVS2,61.6,56,1639,5.24,5.27,3.24
0.5,Ideal,E,VS1,62.3,55,1603,5.09,5.12,3.18
0.53,Very Good,F,SI1,61.6,57,1359,5.16,5.23,3.2
1.51,Very Good,J,SI1,58.8,59,7544,7.47,7.56,4.42
0.39,Very Good,E,VVS2,62.2,55,962,4.66,4.7,2.91
0.23,Good,D,VVS2,61.8,65,452,3.9,3.93,2.42
0.78,Very Good,D,VS1,63.2,58,3800,5.87,5.81,3.69
1.4,Ideal,J,SI1,62.7,57,6139,7.13,7.09,4.46
0.56,Very Good,D,IF,62.5,59,4025,5.26,5.3,3.3
0.79,Ideal,E,VS2,61.8,56,3605,5.91,5.94,3.66
0.51,Ideal,H,VVS2,61.2,57,1669,5.14,5.19,3.16
0.32,Ideal,G,VVS1,62.2,55,1080,4.4,4.38,2.73
0.51,Premium,F,VS2,62.4,58,1574,5.13,5.1,3.19
1.01,Good,I,VS1,63.8,57,4016,6.31,6.23,4
1.01,Premium,F,SI2,62.2,59,4497,6.42,6.38,3.98
0.7,Very Good,E,SI1,63.5,59,2838,5.53,5.49,3.5
0.3,Premium,E,VVS1,60,60,956,4.38,4.35,2.62
0.33,Ideal,F,VVS2,62.2,56,810,4.43,4.45,2.76
1.05,Ideal,I,SI1,62.1,54,4679,6.54,6.55,4.06
0.82,Ideal,F,SI1,61.7,56,3810,6.01,6.06,3.72
1.26,Very Good,I,SI1,61.9,58,6318,6.97,6.92,4.3
0.4,Very Good,E,SI1,60.9,56,737,4.76,4.8,2.91
1.56,Premium,F,SI2,58.8,59,7950,7.76,7.61,4.52
0.81,Ideal,D,SI1,61.5,57,2748,6,6.03,3.7
1.01,Fair,F,SI2,66.7,64,3597,6.14,6.05,4.06
1.04,Ideal,E,SI2,61.6,55,5163,6.51,6.54,4.02
1.26,Ideal,H,VVS2,61.8,56,8941,6.9,6.93,4.28
0.9,Premium,F,SI2,61.4,58,3556,6.19,6.13,3.78
0.75,Premium,G,SI1,59.1,59,2622,5.98,5.9,3.51
0.91,Very Good,I,VS2,62.5,58,3579,6.13,6.19,3.85
1.2,Ideal,I,VVS2,61.5,56,7877,6.79,6.84,4.19
1.21,Premium,J,VVS1,61.3,59,5893,6.81,6.86,4.19
0.38,Ideal,E,SI2,61.8,56,628,4.62,4.66,2.87
0.36,Premium,H,VS2,60.9,59,729,4.62,4.58,2.8
1,Fair,E,SI2,65.2,56,4256,6.3,6.12,4.05
1.51,Very Good,E,SI2,62.8,59,9058,7.24,7.31,4.57
0.54,Ideal,D,VS1,61.4,53,1955,5.28,5.3,3.25
0.53,Very Good,G,VS1,61.9,57,1607,5.19,5.22,3.22
1.01,Premium,F,SI2,61.8,54,3507,6.47,6.42,3.98
1,Premium,G,SI1,62.7,59,5292,6.36,6.31,3.97
1.01,Ideal,E,VVS2,61.7,55,10852,6.44,6.49,3.99
0.82,Premium,H,VS1,62.5,59,3008,5.96,5.94,3.72
0.31,Very Good,F,SI1,58.8,59,459,4.44,4.5,2.63
1.12,Premium,I,SI1,61.1,59,4373,6.66,6.69,4.08
0.31,Ideal,D,SI1,62.4,53,732,4.35,4.33,2.71
0.51,Good,H,SI2,63.7,61,964,4.99,4.96,3.17
0.72,Very Good,E,VVS2,61.3,60,3495,5.73,5.76,3.52
0.33,Ideal,F,VVS2,61.9,56,810,4.42,4.46,2.75
0.57,Ideal,G,VS1,61.4,55,1972,5.34,5.38,3.29
0.41,Ideal,G,SI2,60.9,56,810,4.84,4.81,2.94
1.01,Ideal,G,VS1,61.9,54,7179,6.44,6.48,4
1,Fair,E,SI2,65.1,59,3575,6.3,6.23,4.08
0.71,Ideal,D,VS2,60.9,56,4029,5.76,5.79,3.52
0.57,Ideal,E,SI1,62.1,56,1728,5.33,5.3,3.3
0.31,Ideal,E,SI1,62.7,57,544,4.29,4.32,2.7
0.7,Very Good,D,SI1,64,53,2242,5.57,5.61,3.58
2.05,Ideal,J,SI2,61.6,55,12654,8.18,8.11,5.02
1.11,Premium,H,VS2,61.7,58,5450,6.64,6.69,4.11
0.4,Very Good,F,VVS2,60.9,52,1049,4.81,4.83,2.94
0.9,Premium,D,SI1,62.2,58,4612,6.18,6.11,3.82
1,Very Good,D,SI1,61.3,54,5390,6.37,6.39,3.91
0.41,Ideal,F,VVS1,61.2,57,1205,4.79,4.85,2.95
1.52,Ideal,H,VVS2,61.8,58,12123,7.41,7.35,4.56
0.24,Ideal,F,VVS2,61.6,54,552,4,4.09,2.49
0.9,Premium,F,VS1,62.7,58,5000,6.17,6.14,3.86
0.51,Premium,G,VS1,61,58,1591,5.2,5.16,3.16
0.7,Premium,E,SI2,59.8,61,2135,5.76,5.74,3.44
0.9,Good,F,VS2,63.6,59,4309,6.06,6.11,3.87
0.39,Very Good,G,VVS1,63.2,57,943,4.62,4.65,2.93
0.24,Very Good,H,VVS2,61.3,57,449,4.01,4.04,2.46
1.22,Premium,F,SI2,62.5,57,5794,6.78,6.73,4.22
1.01,Premium,F,SI1,62.9,59,5288,6.38,6.31,3.99
0.7,Premium,E,SI1,60,62,2444,5.79,5.75,3.46
0.95,Ideal,I,SI2,61.2,56,3918,6.33,6.37,3.89
0.4,Premium,D,SI1,61.1,58,772,4.74,4.75,2.9
0.77,Very Good,F,VVS2,63.5,59,3415,5.77,5.72,3.65
1.01,Very Good,G,SI1,60.2,58,4719,6.5,6.59,3.94
1.16,Good,F,SI2,60.8,65,4131,6.78,6.75,4.11
0.52,Ideal,D,VVS2,62.3,56,2362,5.12,5.15,3.2
1,Very Good,E,SI2,63.7,60,4181,6.24,6.32,4
2.01,Good,D,SI2,59.9,65,16776,8.07,8,4.81
1.03,Premium,H,SI1,59.2,60,5105,6.62,6.58,3.91
1.01,Premium,G,IF,63,60,8120,6.35,6.31,3.99
1.26,Very Good,I,VS1,59.2,60,6855,7.09,7.02,4.18
1,Ideal,E,SI1,62.7,57,5622,6.39,6.49,4.04
1.06,Premium,J,SI2,62.9,59,3391,6.43,6.39,4.03
0.3,Ideal,H,VVS2,62.2,57,776,4.29,4.26,2.66
0.28,Very Good,E,VVS2,64,54,572,4.11,4.17,2.65
0.38,Very Good,D,SI2,59.2,61,633,4.67,4.72,2.78
1,Premium,G,VS2,60.1,57,6272,6.42,6.35,3.84
1.53,Ideal,I,VS2,61.7,57,9189,7.36,7.41,4.56
1.06,Very Good,F,SI1,59.6,60,5491,6.61,6.68,3.96
0.6,Premium,F,VS1,59.4,58,2142,5.52,5.45,3.26
0.32,Very Good,G,SI1,63,56,477,4.35,4.38,2.75
1.53,Premium,G,SI1,58.4,59,9476,7.62,7.55,4.43
0.42,Ideal,E,VS2,62.3,55,1024,4.83,4.77,2.99
0.61,Ideal,G,IF,61.8,52,2601,5.46,5.55,3.4
0.6,Premium,D,VS2,60.9,61,1808,5.43,5.4,3.3
1.71,Premium,I,SI2,59,60,8366,7.86,7.83,4.63
1.1,Ideal,G,VS2,61.9,57,7540,6.63,6.57,4.09
0.8,Premium,G,IF,62.6,58,4268,5.89,5.93,3.7
1.09,Ideal,G,VVS2,62,54.8,8149,6.6,6.63,4.1
1.51,Very Good,J,VS2,59.7,59,8735,7.51,7.47,4.47
0.9,Ideal,E,SI1,60.1,56,4034,6.3,6.35,3.8
0.44,Ideal,H,SI2,62.3,54,654,4.89,4.93,3.06
0.75,Ideal,G,VS2,61.6,55,3073,5.86,5.89,3.62
0.43,Ideal,E,VVS2,60.8,57,1062,4.87,4.9,2.97
0.3,Premium,H,VS1,62.5,58,675,4.34,4.27,2.69
0.7,Ideal,F,SI1,61,56,2840,5.75,5.8,3.52
0.51,Very Good,D,VS1,58.8,60,1616,5.18,5.26,3.07
0.29,Very Good,G,VS2,61.5,58,712,4.25,4.27,2.62
0.61,Ideal,E,VS2,61.8,56,2556,5.42,5.46,3.36
0.92,Premium,D,I1,63,58,2698,6.18,6.13,3.88
1.13,Ideal,F,VS2,61.8,54,7756,6.72,6.73,4.15
1.01,Very Good,G,IF,63,60,7974,6.31,6.35,3.99
0.71,Very Good,F,VVS1,63.3,58,3104,5.67,5.64,3.58
0.4,Premium,J,VS1,59.7,59,810,4.83,4.79,2.87
1.03,Very Good,G,I1,60.8,57,3018,6.51,6.55,3.97
0.7,Ideal,F,SI1,61.3,57,2288,5.72,5.77,3.52
1.04,Ideal,E,SI1,61.8,56,7208,6.49,6.53,4.02
0.33,Ideal,G,VS2,62.3,55,579,4.42,4.47,2.77
0.3,Ideal,G,VS1,61.9,56,605,4.29,4.34,2.67
1.01,Ideal,D,SI2,62.6,56,4785,6.34,6.4,3.99
0.32,Ideal,F,IF,62.5,54,943,4.38,4.42,2.75
1.01,Ideal,G,VS2,63,57,6027,6.42,6.35,4.02
0.76,Premium,D,SI2,58.8,57,2706,6.03,5.98,3.51
0.3,Ideal,E,IF,60.9,56,1120,4.31,4.33,2.63
0.31,Very Good,H,SI1,61.1,55,446,4.35,4.39,2.67
1.02,Very Good,G,SI2,61.6,61,4291,6.46,6.47,3.98
0.35,Ideal,E,VS1,61.9,56,829,4.51,4.53,2.8
0.51,Good,G,VS2,63.9,56,1343,5.07,5.1,3.25
1,Very Good,D,SI2,59.5,62,4543,6.49,6.52,3.87
0.31,Premium,D,SI1,61.4,58,571,4.33,4.36,2.67
1.33,Premium,E,SI2,61,60,6256,7.13,7.05,4.33
0.42,Ideal,H,VS1,61.4,56,847,4.82,4.85,2.97
2.01,Premium,I,SI1,60.5,58,12829,8.2,8.06,4.92
1.93,Fair,F,VS1,58.9,62,17995,8.17,7.97,4.75
0.5,Ideal,H,VVS2,60.4,55,1608,5.16,5.2,3.13
0.71,Very Good,F,VS2,60.6,58,2697,5.74,5.81,3.5
1,Premium,D,SI1,59.5,60,5488,6.49,6.42,3.84
0.32,Premium,I,VVS2,62.1,59,720,4.38,4.35,2.71
1.21,Good,G,VS1,63.7,57,6025,6.73,6.67,4.27
1.2,Premium,F,VVS2,62.2,58,11021,6.83,6.78,4.23
1.3,Very Good,E,VVS2,60.5,58,13725,7.05,7.11,4.28
0.71,Premium,D,VS2,61.2,59,2824,5.74,5.69,3.5
