carat,cut,color,clarity,depth,table,price,x,y,z
0.42,Ideal,G,VVS1,60.6,56,1179,4.86,4.88,2.95
1.04,Very Good,J,VS2,59.5,59,4451,6.59,6.66,3.94
0.33,Ideal,G,IF,61.9,56,925,4.43,4.47,2.75
1.21,Premium,E,VS1,60.3,58,10137,6.95,6.91,4.18
0.35,Ideal,H,IF,60.8,56,1017,4.61,4.6,2.8
0.38,Good,G,VS2,58.8,62,771,4.68,4.71,2.76
0.7,Good,H,VS2,63.9,59,2351,5.64,5.6,3.59
0.4,Ideal,E,VS1,61.7,55,1125,4.76,4.73,2.93
0.4,Very Good,E,SI2,63.1,57,798,4.72,4.7,2.97
1.7,Premium,I,SI1,61.6,56,8044,7.65,7.55,4.68
1.34,Premium,H,VS2,62.3,60,7630,7.05,7.02,4.38
0.3,Premium,G,IF,62.9,58,956,4.25,4.21,2.66
0.31,Good,F,VS2,64.2,59,744,4.3,4.23,2.74
2.4,Ideal,I,SI2,62.8,57,11988,8.52,8.49,5.34
1.21,Very Good,H,VS2,62.9,58,6673,6.74,6.78,4.25
2.17,Fair,G,I1,55.6,62,6817,8.75,8.69,4.8
1.11,Premium,I,VS2,60.4,58,4942,6.79,6.73,4.08
0.8,Ideal,F,VS1,61.6,54,3884,5.99,5.95,3.68
0.32,Ideal,G,VS1,59.8,57.9,696,4.44,4.47,2.67
1.07,Premium,G,VS2,62.9,59,6644,6.52,6.49,4.09
0.51,Premium,D,VS2,61.1,59,1882,5.16,5.12,3.14
1.1,Very Good,H,SI1,62.5,56,4414,6.56,6.63,4.12
0.26,Very Good,H,VVS2,60.5,56,486,4.13,4.16,2.51
0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
0.72,Very Good,D,SI2,62.3,59,2612,5.67,5.73,3.55
0.36,Very Good,E,VS2,62.9,56,631,4.52,4.54,2.85
0.78,Very Good,F,SI2,58.3,62,2477,6.04,6.11,3.54
0.3,Very Good,H,VVS1,62.5,59,684,4.26,4.29,2.67
1.7,Ideal,H,SI2,61.9,59,9864,7.59,7.67,4.72
0.71,Ideal,E,VVS1,62,56,4802,5.69,5.73,3.54
0.38,Ideal,F,VVS1,62.2,57,1200,4.64,4.68,2.9
0.3,Premium,H,SI2,60.2,62,410,4.37,4.34,2.62
0.67,Ideal,G,VVS1,62.4,55,2577,5.6,5.62,3.5
0.42,Ideal,F,VVS2,61.3,57,1142,4.8,4.82,2.95
2.02,Very Good,D,SI2,62.3,56,17263,7.99,8.06,5
1.09,Ideal,I,VS1,61.8,55,6225,6.59,6.62,4.08
1.36,Premium,I,SI2,62.7,58,5963,7.08,7.01,4.42
0.4,Very Good,E,SI1,63.3,56,882,4.74,4.68,2.98
0.25,Ideal,H,VS1,61.5,56,445,4.05,4.08,2.5
0.51,Ideal,G,VS1,59.7,57,1781,5.25,5.2,3.12
1.05,Premium,G,VS1,61.1,59,7644,6.6,6.55,4.02
0.36,Ideal,D,SI1,61.6,56,801,4.59,4.6,2.83
0.34,Ideal,E,VS1,61.2,57,1033,4.5,4.45,2.74
0.78,Ideal,I,VS2,62,56,2012,5.93,5.87,3.66
0.3,Ideal,E,SI1,61.6,57,675,4.32,4.29,2.65
0.33,Ideal,D,VS2,62.5,56,1002,4.46,4.43,2.78
1.01,Premium,D,SI1,61.5,61,5644,6.47,6.37,3.95
0.53,Good,E,VS2,64,55,1607,5.11,5.14,3.28
0.4,Very Good,D,VS2,59.3,58,850,4.8,4.85,2.86
0.26,Ideal,G,VS2,62.3,54,397,4.09,4.1,2.55
1.74,Premium,H,SI1,61.6,59,8653,7.7,7.62,4.72
0.39,Ideal,F,SI1,62.5,55,921,4.68,4.63,2.91
0.5,Very Good,G,VS1,63.2,59,1580,5.03,5.07,3.19
0.7,Fair,D,SI2,65.6,55,2167,5.59,5.5,3.64
1.05,Premium,H,SI2,61.7,59,3352,6.59,6.53,4.05
0.7,Ideal,D,SI1,61.7,57,3199,5.76,5.73,3.54
0.91,Ideal,I,VS2,61.9,56,4199,6.18,6.22,3.84
1.11,Premium,H,SI2,61.6,60,4662,6.67,6.6,4.09
1.1,Ideal,H,SI1,60.2,56,4827,6.74,6.82,4.08
1.03,Premium,G,VS1,62.2,57,6659,6.47,6.42,4.01
1.07,Premium,I,I1,59.8,59,2260,6.68,6.62,3.98
0.66,Very Good,G,VVS2,60.5,59,2211,5.67,5.72,3.44
0.36,Premium,E,VS1,60.4,58,852,4.64,4.67,2.81
0.32,Premium,D,VS2,62.9,59,842,4.39,4.36,2.75
1.51,Premium,G,SI1,62,58,10020,7.31,7.26,4.52
1.09,Ideal,E,VVS2,60.9,56,10333,6.66,6.7,4.07
1.01,Very Good,I,SI2,61.8,60,3885,6.34,6.37,3.93
1.61,Ideal,G,SI1,62.4,55,11859,7.51,7.48,4.68
1.51,Good,H,SI1,61.8,62,9681,7.25,7.29,4.49
0.59,Very Good,D,SI1,62.3,54,1816,5.38,5.41,3.36
0.3,Ideal,G,IF,61.5,55,863,4.33,4.35,2.67
0.4,Ideal,F,VVS1,61.7,55,1168,4.77,4.79,2.95
0.41,Ideal,F,VS2,61.8,57,863,4.75,4.79,2.95
0.41,Premium,H,SI2,60.9,60,649,4.84,4.81,2.94
0.43,Ideal,G,IF,61.3,56,1318,4.86,4.9,2.99
1.04,Premium,J,SI2,62,59,3603,6.47,6.49,4.02
1.01,Premium,D,SI1,58.3,58,5305,6.65,6.59,3.86
0.97,Premium,H,SI1,58,62,3911,6.56,6.48,3.79
1.11,Ideal,H,SI1,62.3,55,5456,6.7,6.65,4.16
0.42,Premium,G,IF,61.6,58,1400,4.76,4.79,2.94
0.7,Ideal,F,VVS1,61.7,56,4951,5.68,5.73,3.52
0.7,Very Good,G,VS2,58.2,60,2282,5.84,5.78,3.38
0.31,Ideal,F,IF,60.1,59,901,4.38,4.41,2.64
1.51,Fair,I,VS2,64.8,60,8879,7.18,7.1,4.63
0.7,Very Good,E,VS2,60.5,59,2757,5.71,5.76,3.47
0.97,Ideal,H,SI2,61.6,56,3802,6.39,6.36,3.93
0.26,Very Good,E,VVS2,64.3,57,547,3.99,4.03,2.58
1.5,Good,G,VS2,63.3,62,11577,7.08,7.2,4.52
1,Premium,G,VS2,58.6,61,6048,6.61,6.57,3.86
0.9,Good,E,SI2,64.1,57,3139,6.07,6.09,3.9
1,Very Good,G,VVS2,59.5,61,7453,6.42,6.46,3.83
1.41,Ideal,H,SI2,62.7,56,7324,7.11,7.17,4.48
0.81,Ideal,I,VS1,61.8,56,3422,5.97,6,3.7
0.9,Good,E,VS1,62.2,60,5068,6.12,6.16,3.82
2.03,Very Good,J,SI2,60.9,60,11968,8.1,8.21,4.97
1.51,Good,E,SI1,65.5,56,9539,7.12,7.16,4.68
0.71,Ideal,D,VS1,62.1,57,3801,5.7,5.73,3.55
0.35,Premium,J,VS1,62.2,58,460,4.49,4.54,2.81
0.7,Fair,I,VS1,60.2,66,2234,5.77,5.62,3.44
1.52,Premium,D,SI2,59.2,62,10291,7.51,7.46,4.43
0.33,Ideal,H,SI1,63,56,594,4.42,4.41,2.78
0.53,Very Good,H,VVS2,61.3,61,1548,5.15,5.2,3.17
0.37,Good,G,SI2,63.4,57,487,4.55,4.57,2.89
0.7,Ideal,D,VS2,61.3,57,2960,5.72,5.76,3.52
0.84,Premium,D,VS1,60.6,57,4365,6.15,6.06,3.7
0.37,Premium,G,VS1,61.4,58,746,4.58,4.61,2.82
1.51,Fair,H,VS2,65,64,9452,7.1,7.03,4.59
1.07,Ideal,E,SI2,61.5,56,5602,6.58,6.61,4.06
1.6,Ideal,F,SI2,61.7,56,10662,7.53,7.5,4.64
0.73,Ideal,D,VVS2,62.2,56,4252,5.79,5.73,3.58
0.32,Ideal,D,VS2,61.8,55,842,4.43,4.41,2.73
0.3,Good,H,VVS2,63.6,55,605,4.24,4.28,2.71
0.56,Fair,F,SI1,61.6,61,1176,5.38,5.21,3.26
0.54,Premium,F,VS1,61.8,59,1649,5.16,5.23,3.21
0.3,Premium,I,VVS2,61,60,526,4.3,4.36,2.64
1,Premium,G,SI2,61.4,61,3713,6.35,6.32,3.89
1.04,Premium,I,SI2,62,57,3774,6.53,6.47,4.03
0.72,Ideal,G,VVS2,61.2,57,3352,5.76,5.77,3.53
1,Premium,E,SI1,61.9,60,5544,6.46,6.37,3.97
1.5,Premium,G,VS2,62.9,54,12308,7.31,7.26,4.58
0.36,Ideal,H,SI1,62.3,53,538,4.57,4.61,2.86
0.38,Premium,F,VVS1,61.6,58,1257,4.66,4.63,2.86
0.71,Ideal,G,VS2,61.8,56,3299,5.73,5.76,3.55
0.81,Premium,G,VS1,61.7,59,3402,6.07,5.96,3.71
1.04,Ideal,G,VS2,61.3,57,7044,6.53,6.56,4.01
0.32,Ideal,D,VS2,61.7,54,972,4.43,4.38,2.72
1.52,Premium,F,VS2,62.2,58,12985,7.38,7.29,4.56
0.52,Ideal,E,SI2,61.8,57,1146,5.14,5.18,3.19
1.12,Ideal,G,I1,60.3,57,3945,6.8,6.73,4.08
0.3,Premium,G,VVS2,62,60,878,4.33,4.25,2.66
1.23,Very Good,F,VS1,59.3,59,10609,6.98,7.01,4.15
0.51,Ideal,D,VS2,61.6,57,2056,5.19,5.14,3.18
2.01,Ideal,H,VS1,61.9,57,17983,8.15,8.05,5.01
1.01,Premium,H,SI1,61.2,58,4559,6.43,6.47,3.95
1.19,Very Good,H,VS2,61.1,58,6819,6.78,6.83,4.16
1.03,Very Good,D,SI1,60.5,61,5313,6.43,6.47,3.9
1,Very Good,F,VS1,58.1,62,6098,6.57,6.62,3.83
0.28,Very Good,E,VS1,62.2,59,428,4.19,4.23,2.62
0.5,Very Good,E,VS1,60.9,58,1801,5.07,5.11,3.1
0.27,Ideal,G,IF,61.2,57,627,4.17,4.2,2.56
0.39,Very Good,J,VS1,63.5,58,790,4.64,4.59,2.93
0.39,Premium,I,SI2,61,58,684,4.75,4.7,2.88
0.7,Ideal,E,SI1,61.1,56,2728,5.76,5.79,3.53
1.52,Premium,H,VS2,61,61,8001,7.45,7.38,4.52
0.51,Premium,G,VS1,61.1,58,1781,5.19,5.12,3.15
0.4,Ideal,E,VVS1,60.8,57,1278,4.79,4.82,2.92
0.83,Very Good,F,SI2,61.9,56,2939,5.99,6.02,3.72
0.31,Ideal,D,VS2,62.2,54,942,4.34,4.31,2.69
0.7,Very Good,H,VS1,62.3,57,2540,5.68,5.72,3.55
1.07,Premium,D,IF,60.9,58,18279,6.67,6.57,4.03
0.41,Ideal,F,VS2,60.9,57,863,4.74,4.78,2.9
0.71,Premium,H,SI2,62.7,57,2231,5.71,5.64,3.56
0.71,Premium,I,VVS2,61.4,56,2386,5.79,5.75,3.54
0.23,Good,D,VVS2,61.8,65,452,3.9,3.93,2.42
1.15,Ideal,H,SI1,61.6,55,7100,6.74,6.79,4.17
0.9,Ideal,D,SI2,60.8,56,4167,6.26,6.24,3.8
0.96,Fair,E,SI2,53.1,63,2815,6.73,6.65,3.55
0.58,Ideal,F,VS1,61.9,56,2227,5.36,5.33,3.31
0.7,Premium,G,SI2,60,60,2268,5.69,5.65,3.51
1.5,Very Good,G,VVS2,62.9,56,15013,7.22,7.32,4.57
0.5,Very Good,H,SI1,63.1,59,1181,5.02,4.96,3.15
1.06,Premium,F,I1,60.3,58,3158,6.59,6.56,3.96
0.3,Good,E,VVS2,59.8,64,814,4.34,4.29,2.58
0.72,Premium,G,SI1,60.6,59,2246,5.8,5.76,3.5
0.51,Ideal,D,VS2,62.2,58,1678,5.1,5.12,3.18
0.3,Ideal,D,VS2,62.3,56,911,4.32,4.29,2.68
1.01,Very Good,G,VVS2,62.5,54,7137,6.38,6.41,4
0.91,Ideal,G,SI1,62.1,57,4240,6.2,6.23,3.86
1.16,Ideal,I,SI2,62.6,56,4478,6.68,6.73,4.2
1.01,Very Good,D,SI1,61.6,60,5443,6.43,6.47,3.97
1.01,Fair,I,SI1,65.5,58,3280,6.28,6.24,4.1
1.33,Ideal,H,SI1,60.1,57,7742,7.14,7.2,4.31
0.31,Ideal,G,VS1,60.6,58,587,4.39,4.42,2.67
1.04,Ideal,G,VS2,61.9,57,6290,6.5,6.46,4.01
1.17,Ideal,F,VS1,62.2,56,8648,6.74,6.77,4.2
1.02,Ideal,H,VS2,62.4,57,5666,6.4,6.35,3.98
1.75,Very Good,G,VS2,62.6,58,16632,7.63,7.67,4.79
0.82,Very Good,G,SI2,62.5,56,2893,5.99,6.04,3.76
0.9,Fair,D,SI1,64.5,61,3689,6.05,6.01,3.89
0.35,Premium,D,SI1,60.2,57,827,4.61,4.56,2.76
0.71,Premium,G,VS2,62.8,58,2515,5.74,5.69,3.59
1.05,Ideal,F,VS2,59.1,57,7697,6.67,6.66,3.94
1.01,Very Good,E,VS2,62.9,60,6714,6.36,6.4,4.01
0.4,Good,D,SI1,63.5,55,720,4.67,4.72,2.98
1.09,Premium,F,VS1,60.9,58,8057,6.63,6.67,4.05
0.9,Good,E,VS2,64.2,59,4315,6.02,6.1,3.89
1.22,Ideal,H,SI2,61.1,57,5807,6.9,5.92,4.22
0.35,Ideal,H,VVS1,61.5,57,798,4.53,4.54,2.79
0.53,Ideal,I,SI1,61.5,56,1094,5.21,5.23,3.21
0.52,Ideal,E,VS1,62,53,1893,5.16,5.2,3.21
0.71,Very Good,J,SI1,59.2,58,1932,5.86,5.9,3.48
1.22,Ideal,J,SI1,60.6,56,5586,6.96,6.95,4.22
0.35,Premium,E,SI1,59.7,60,788,4.58,4.53,2.72
1.01,Fair,D,SI1,64.4,61,5147,6.17,6.13,3.96
1.37,Premium,H,VS1,62.9,58,8669,7.12,7.07,4.46
0.32,Ideal,D,SI1,62.9,56,706,4.4,4.38,2.76
0.7,Very Good,E,VS1,63.6,57,3154,5.61,5.65,3.58
1.54,Ideal,H,SI2,61.8,57,6095,7.43,7.35,4.57
0.9,Fair,H,SI2,65.8,54,2823,6.05,5.98,3.96
0.32,Ideal,I,VVS1,61.9,55,589,4.39,4.4,2.72
0.91,Ideal,E,VVS1,61.7,56,9636,6.18,6.23,3.83
0.51,Very Good,G,VS2,62.2,57,1438,5.1,5.15,3.19
0.41,Ideal,F,VVS1,61.3,54,1196,4.79,4.84,2.95
0.9,Good,D,SI1,64.4,60,4117,5.95,6,3.85
2.01,Good,J,VS1,63.7,59,11526,7.93,7.86,5.03
0.79,Premium,H,VVS2,62.6,58,2827,5.96,5.9,3.71
0.9,Very Good,F,SI1,63.2,56,4158,6.16,6.09,3.87
0.41,Ideal,G,IF,62.1,57,1336,4.77,4.76,2.96
0.79,Premium,E,VS2,60.6,53,2876,6.04,5.98,3.64
0.43,Ideal,H,VVS2,61.3,56,943,4.86,4.9,2.99
0.4,Premium,E,VS1,60.4,59,1053,4.76,4.81,2.89
2.06,Premium,I,SI2,61,61,13912,8.18,8.1,5.02
0.96,Very Good,D,SI2,60.2,63,3419,6.36,6.3,3.81
0.42,Ideal,H,VS2,62.9,56,992,4.79,4.72,2.99
0.35,Ideal,F,VVS2,61.9,54,795,4.55,4.59,2.83
0.56,Ideal,G,SI1,61.6,59,1755,5.27,5.32,3.26
0.51,Ideal,F,VS2,61.3,56,1562,5.17,5.14,3.16
1.07,Ideal,J,SI1,62,56,4235,6.53,6.57,4.06
0.91,Very Good,E,SI2,62.8,61,3703,6.07,6.09,3.82
1,Fair,H,VS2,66.8,63,4166,6.19,6.08,4.1
0.7,Premium,I,VVS2,60.1,59,2352,5.8,5.72,3.46
1,Very Good,D,SI2,63.3,60,4295,6.29,6.19,3.95
1,Premium,F,VS2,62.9,59,6296,6.47,6.4,4.02
0.54,Ideal,H,VS1,61.2,55,1454,5.25,5.31,3.23
0.7,Ideal,G,SI1,61.3,56,2480,5.73,5.78,3.53
2.19,Premium,J,SI2,58.8,58,10179,8.57,8.53,5.03
1.34,Very Good,H,VS2,61.4,58,7965,7.13,7.07,4.36
0.77,Very Good,D,VS1,62.4,58,3643,5.82,5.87,3.65
0.77,Premium,D,VS1,59.4,59,3966,6,5.96,3.55
1.1,Very Good,G,VS2,61.9,56.7,7405,6.57,6.63,4.09
0.37,Ideal,E,VVS2,61.8,54,1082,4.63,4.6,2.85
0.34,Good,G,SI1,63.9,58,650,4.43,4.4,2.82
1.02,Premium,G,SI1,60.8,58,4633,6.46,6.5,3.94
0.56,Ideal,D,VS2,61.6,56,2066,5.31,5.27,3.26
1.01,Ideal,F,VS2,61.2,58,7409,6.45,6.43,3.94
0.32,Ideal,F,VVS1,61.7,55,867,4.42,4.46,2.74
0.54,Ideal,G,SI1,59.6,59,1574,5.34,5.3,3.17
0.7,Good,F,SI2,61.6,61,2109,5.66,5.68,3.49
1.15,Premium,H,SI1,60.9,57,5139,6.8,6.72,4.12
0.54,Premium,E,VS1,62.7,60,2608,5.14,5.1,3.21
0.57,Ideal,H,VVS1,60.9,56,1949,5.36,5.38,3.27
1.27,Very Good,H,SI1,62.3,58,7125,6.87,6.94,4.3
0.7,Very Good,F,VS2,61.7,60,2744,5.63,5.65,3.48
0.38,Premium,E,VS2,60.3,58,1112,4.72,4.67,2.83
1.36,Very Good,D,VVS2,62.6,58,14236,7.06,7.21,4.47
1.6,Ideal,F,SI1,61.1,55,13140,7.55,7.58,4.62
1.07,Premium,H,VS1,60.5,61,4494,6.67,6.59,4.01
0.41,Ideal,F,VVS2,60.6,57,1192,4.86,4.81,2.93
0.3,Ideal,E,VS2,61.4,55,844,4.34,4.32,2.66
1.21,Ideal,I,SI1,62.4,57,5624,6.84,6.78,4.25
1.6,Premium,H,SI2,62.4,60,9229,7.48,7.43,4.65
0.32,Premium,E,SI1,60.4,61,672,4.42,4.39,2.66
0.47,Good,F,VS1,60,60.1,1243,5.04,5.06,3.03
1.01,Very Good,E,VS2,59.9,57,6622,6.52,6.57,3.92
0.39,Ideal,E,IF,62.5,57,1248,4.7,4.74,2.95
0.33,Ideal,E,VVS2,61.7,57,1114,4.44,4.41,2.73
0.59,Very Good,E,VS2,61.7,60,1857,5.36,5.4,3.32
0.7,Ideal,G,SI1,61.2,57,2074,5.71,5.79,3.52
1.06,Ideal,G,SI2,61,56,3321,6.62,6.56,4.02
0.37,Premium,F,VS2,61.2,58,957,4.69,4.63,2.85
0.31,Ideal,D,IF,61.1,56,1251,4.39,4.42,2.69
1,Premium,F,SI1,62.5,59,5152,6.39,6.34,3.98
0.9,Good,D,SI2,62.3,58,3806,6.05,6.27,3.84
0.4,Premium,F,SI1,62.5,59,945,4.71,4.67,2.93
1.09,Ideal,I,SI1,61.9,55,5486,6.66,6.62,4.11
1.21,Ideal,I,VS1,60.3,60,6279,6.89,6.93,4.17
0.38,Ideal,F,VVS1,61.1,57,1160,4.71,4.69,2.87
0.31,Premium,D,VS2,61.7,58,816,4.37,4.32,2.68
1.2,Ideal,H,VS1,62.5,57,6814,6.81,6.73,4.23
0.53,Ideal,E,VS2,62.7,54,1813,5.18,5.15,3.24
0.34,Ideal,E,SI2,61.4,55,454,4.5,4.52,2.77
0.39,Ideal,E,VS1,62,54,948,4.68,4.71,2.91
0.31,Ideal,E,VS2,62.6,56,872,4.33,4.3,2.7
1,Fair,E,VS2,66.4,51,4480,6.31,6.22,4.16
1.41,Very Good,H,SI1,62.9,57,7956,7.04,7.08,4.44
0.9,Premium,D,SI1,62.2,60,4612,6.14,6.08,3.8
0.4,Very Good,E,VS2,62.5,56,705,4.66,4.72,2.93
0.72,Very Good,I,VS2,61.1,56,2337,5.76,5.79,3.53
0.61,Ideal,E,VVS2,62,54,3011,5.43,5.47,3.38
1.04,Premium,E,VS1,58.6,59,6765,6.68,6.64,3.9
0.7,Premium,F,VS2,62.5,56,2648,5.67,5.63,3.53
0.73,Very Good,F,VVS2,61.9,59,3442,5.72,5.84,3.58
0.47,Ideal,D,VVS1,62.1,55,2460,4.98,5.01,3.1
0.38,Ideal,E,VVS1,62.4,56,1267,4.64,4.67,2.9
0.56,Ideal,E,VS1,61.3,55,1930,5.29,5.32,3.25
1,Premium,E,SI2,62.6,56,4077,6.43,6.39,4.01
0.57,Ideal,E,VVS2,61,57,2507,5.37,5.36,3.27
1.02,Ideal,I,I1,61.7,56,2925,6.49,6.44,3.99
0.46,Fair,G,VS1,58,66,1035,5.08,5.03,2.93
0.52,Ideal,G,VS1,61.9,55,1722,5.16,5.18,3.2
0.38,Premium,H,VS2,60.5,59,700,4.66,4.69,2.83
1.11,Ideal,E,VS2,62.2,56,7459,6.66,6.59,4.12
0.36,Premium,E,VS2,60.3,59,789,4.58,4.64,2.78
0.38,Ideal,E,VVS1,61.9,56,1327,4.67,4.64,2.88
1.51,Premium,J,VS2,62.3,59,6342,7.36,7.3,4.57
1.04,Premium,E,VVS1,60.9,58,11279,6.53,6.61,4
1.09,Ideal,F,VS1,60.6,57,8422,6.62,6.64,4.02
0.4,Ideal,E,VS1,61.2,57,1125,4.77,4.74,2.91
1,Very Good,G,VS2,61.2,56,5939,6.47,6.38,3.93
0.3,Ideal,G,VS1,62.3,56,605,4.29,4.32,2.68
0.41,Ideal,D,VVS1,62.3,57,1582,4.77,4.73,2.96
0.31,Ideal,E,VVS2,62.4,53,791,4.33,4.35,2.71
0.56,Ideal,D,SI1,62.5,56,1723,5.24,5.26,3.28
1.2,Very Good,G,SI2,61.8,60,4443,6.78,6.85,4.21
0.4,Very Good,E,SI2,62.9,58,666,4.7,4.74,2.97
1.43,Very Good,G,VS2,62.2,58,10419,7.15,7.18,4.46
1.7,Very Good,H,VS2,62.8,58,12874,7.52,7.57,4.74
0.35,Ideal,D,VVS2,61.6,56,882,4.55,4.57,2.81
0.99,Fair,I,SI1,60.7,66,3337,6.42,6.34,3.87
0.32,Ideal,D,VVS2,61.7,55,790,4.39,4.42,2.72
0.32,Ideal,F,VS2,62.1,57,828,4.38,4.35,2.71
0.3,Ideal,G,VS2,62.3,56,675,4.3,4.27,2.67
0.7,Very Good,E,SI1,62.3,58,2476,5.6,5.67,3.51
0.71,Premium,F,VS2,61.9,59,2686,5.75,5.72,3.55
2.03,Very Good,D,SI2,62.4,59,18120,7.98,8.04,5
0.41,Premium,E,SI2,60,59,876,4.82,4.78,2.88
1.01,Very Good,G,VVS2,59.7,59,7226,6.5,6.56,3.9
2.03,Ideal,F,SI2,61.4,58,18535,8.12,8.16,5
0.3,Ideal,G,VS1,61.8,56,795,4.32,4.35,2.68
1.14,Ideal,F,VS1,61.1,55,8953,6.74,6.78,4.13
0.32,Ideal,D,VS1,61.1,56,707,4.44,4.47,2.72
0.4,Premium,D,VS1,62.1,58,1200,4.73,4.7,2.93
0.83,Ideal,F,SI1,62.8,56,3482,5.97,6.01,3.76
0.43,Ideal,F,VVS2,61.5,55,1148,4.85,4.88,2.99
0.38,Very Good,J,SI1,63.2,59,538,4.59,4.62,2.91
0.42,Ideal,H,IF,61,56,1213,4.82,4.79,2.93
1.09,Premium,E,SI1,62.5,59,5628,6.58,6.53,4.1
0.7,Very Good,F,SI1,62.5,59,2672,5.66,5.54,3.5
0.42,Premium,E,VS1,59.5,59,1181,4.88,4.86,2.9
0.73,Ideal,I,VVS2,62.3,55,2496,5.76,5.77,3.59
1.27,Ideal,H,SI1,60.1,58,6858,7.02,7.05,4.23
0.52,Very Good,E,SI2,62.4,59,1175,5.13,5.16,3.21
1.05,Ideal,G,IF,62.5,56,9012,6.52,6.48,4.06
0.77,Premium,D,SI1,59.5,60,2939,6.01,5.95,3.56
2.03,Very Good,H,SI1,63,60,18781,8,7.93,5.02
0.34,Ideal,D,IF,62.1,57,2287,4.46,4.52,2.79
2.1,Good,H,SI1,63.7,61,12121,8.1,8.07,5.15
0.9,Very Good,E,SI1,60.1,58,4034,6.25,6.29,3.77
2,Premium,H,SI2,61.5,61,13134,8.13,8.1,4.99
0.41,Ideal,E,VS1,61.9,55,1079,4.76,4.8,2.96
0.34,Ideal,D,IF,59.8,57,2346,4.59,4.57,2.74
0.42,Ideal,H,SI1,62.7,56,898,4.78,4.76,2.99
0.73,Ideal,G,VVS1,61.3,56,3667,5.79,5.82,3.56
1.02,Premium,H,I1,62.5,60,3199,6.41,6.39,4
1.2,Premium,J,SI1,60.7,60,4514,6.88,6.92,4.19
0.7,Good,G,VS2,63.8,55,2496,5.66,5.59,3.59
0.4,Premium,G,VVS1,61.5,58,1123,4.69,4.74,2.9
0.6,Premium,E,SI1,59.4,60,1771,5.57,5.51,3.29
0.34,Premium,E,SI2,59.9,59,477,4.55,4.57,2.73
0.7,Good,F,SI2,63.6,56,1806,5.63,5.56,3.56
0.41,Good,E,SI1,63.1,57,685,4.71,4.73,2.98
1,Premium,F,SI1,61.4,62,4939,6.36,6.32,3.89
0.33,Very Good,H,VS2,61.4,58,521,4.44,4.49,2.74
0.43,Very Good,I,VVS2,62.8,58,850,4.8,4.82,3.02
0.52,Ideal,F,VVS1,62.3,56,2333,5.14,5.16,3.21
1.08,Very Good,E,SI1,63.1,59,5189,6.53,6.49,4.11
0.36,Ideal,D,VS2,60,56,727,4.66,4.68,2.8
1.05,Ideal,G,SI2,62.2,54,4667,6.52,6.56,4.07
0.3,Premium,H,VVS1,62.2,58,878,4.29,4.26,2.66
0.71,Very Good,G,SI1,61.7,59,2448,5.72,5.78,3.55
1,Very Good,F,SI1,59.4,60,4961,6.47,6.52,3.86
1.01,Good,E,SI1,60.9,64,4853,6.29,6.22,3.81
0.72,Ideal,E,SI1,60.8,55,2869,5.77,5.84,3.53
0.51,Premium,G,VS1,62.1,60,1656,5.1,5.11,3.17
0.33,Very Good,G,VS1,62.9,57,666,4.38,4.43,2.77
0.33,Ideal,D,VS2,62.3,56,1002,4.46,4.43,2.77
0.32,Ideal,F,VS2,61.5,56,645,4.4,4.42,2.71
0.33,Very Good,E,VS2,62.8,56,627,4.4,4.42,2.77
1.33,Premium,I,SI2,62.3,59,5765,7.01,6.98,4.36
2.05,Premium,D,SI2,60,58,12891,8.31,8.23,4.96
1.62,Premium,E,SI2,60.8,59,9526,7.62,7.57,4.62
0.53,Very Good,F,SI2,63.2,55,1110,5.17,5.18,3.27
1,Premium,H,SI2,61.3,58,3920,6.45,6.41,3.94
0.9,Fair,D,SI2,64.6,59,3847,6.04,6.01,3.89
0.9,Fair,I,SI2,67.7,61,2422,6.04,5.86,4.03
1.14,Ideal,H,VS2,61.1,57,7409,6.71,6.78,4.12
0.9,Ideal,I,SI1,62,56,3537,6.16,6.23,3.84
0.9,Ideal,E,SI1,61.1,56,4854,6.21,6.23,3.8
0.82,Very Good,J,SI2,62,58,2175,5.93,5.98,3.69
0.39,Premium,F,SI1,61.3,62,860,4.71,4.68,2.88
0.55,Very Good,G,VVS1,60.8,58,1838,5.25,5.3,3.21
1.53,Very Good,G,VS1,62.8,56,12654,7.31,7.37,4.61
0.34,Ideal,F,VS2,61.6,57,686,4.47,4.53,2.77
0.82,Premium,F,SI1,61.1,60,3080,6.02,5.96,3.66
0.61,Premium,G,VS1,61.7,60,1704,5.46,5.4,3.35
2,Good,G,SI1,64.2,59,17902,7.93,7.84,5.06
1,Ideal,D,SI1,61.9,57,5804,6.39,6.41,3.96
1.13,Very Good,D,VS2,62.9,58,8561,6.59,6.63,4.16
0.7,Ideal,G,VVS2,60.3,57,3191,5.75,5.83,3.49
1.01,Good,J,SI1,63.6,54,3665,6.44,6.36,4.07
0.33,Very Good,D,VVS2,61.9,56,856,4.44,4.48,2.76
0.71,Very Good,J,SI1,59.7,57,1979,5.84,5.88,3.5
0.31,Ideal,F,IF,61.2,57,914,4.35,4.38,2.67
0.33,Ideal,H,VS1,61.7,54,743,4.47,4.45,2.75
0.47,Very Good,F,SI1,63.3,60,1086,4.98,4.94,3.14
0.7,Very Good,F,SI1,62.8,57,2250,5.61,5.66,3.54
1.5,Very Good,G,SI1,62.1,58,10019,7.26,7.3,4.52
